,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
68,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/bX0a9nygNL","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
69,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/bpqKWrJFN9","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
70,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/aTsXGqHFYX","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
71,esther_joseph13,☺️HappyEsther!! 🍱Foodie!! 🎼MusicLover !! 🤣LaughsALot!! ✡️Jewish!! ✈️ Traveller!! 🇮🇳Indian!! 🌇Mumbaikar!! 🎂1st March!!,"Raleigh, NC",2286,2625,76908,2,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/Ug5qHLV8Wi","['ssrians', 'BoycottBollywoodDruggies']"
72,Vee_ItIs,"A proud Bhakt, Bhartiya & true believer of our heritage and roots. Nation First - No Compromise! Backup account @Veeitis2",,698,1270,148531,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/oguj7cdxx6","['ssrians', 'BoycottBollywoodDruggies']"
73,Vee_ItIs,"A proud Bhakt, Bhartiya & true believer of our heritage and roots. Nation First - No Compromise! Backup account @Veeitis2",,698,1270,148531,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/mceBIyfg7b","['ssrians', 'BoycottBollywoodDruggies']"
74,Vee_ItIs,"A proud Bhakt, Bhartiya & true believer of our heritage and roots. Nation First - No Compromise! Backup account @Veeitis2",,698,1270,148531,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/VP8C6sMSRf","['ssrians', 'BoycottBollywoodDruggies']"
75,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/VP8C6sMSRf","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
76,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/mceBIyfg7b","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
77,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/oguj7cdxx6","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
78,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/mTsubpfbEh","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
79,AnkitaHanda,,"Brampton, Ontario",2864,1259,21600,26,"SSR is already a SUPERPOWER..! more actively at work than anyone.! He has paved the way for new resurgent India more stronger than ever n He is saying about Himself only that""Honesty will be a superpower""!
#SushantSinghRajput 
#Revolution4SSR 
#JusticeforSSR
10 Months Without SSR https://t.co/rkIg7vxebp",[]
80,shoos4u,🍁💫,,1301,1894,461778,43,"10 months no Justice 

It does not matter how long it will take. 

We SSR’S will wait to get justices for #SushantSinghRajput 

10 month or 10 years. 

10 Months Without SSR https://t.co/5o96paPmsV",[]
81,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/mTsubpfbEh","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
82,mp61778924,Only For SSR,,26,54,9684,2,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/Ug5qHLV8Wi","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
83,Sumit_237,"Expression : Music |
Natural unknown : Sweet Lies😇😌🐬✨🎶",,382,285,9547,26,"SSR is already a SUPERPOWER..! more actively at work than anyone.! He has paved the way for new resurgent India more stronger than ever n He is saying about Himself only that""Honesty will be a superpower""!
#SushantSinghRajput 
#Revolution4SSR 
#JusticeforSSR
10 Months Without SSR https://t.co/rkIg7vxebp",[]
84,Vaishal53386747,Happiness and loyality- Human being has got this life maximum for approximately 100years n minimum for this moment so utilize it for uplifting mother nature....,,500,251,30280,154,"Sushant you are missed as the moon misses the sun, destined to chase each other till the end of time 💔💔
@ips_nupurprasad Mam @NIA_India @narcoticsbureau #CBI requesting you all to please help us in getting complete justice for #SushantSinghRajput 

10 Months Without SSR",[]
85,IAmJaya07,Counsellor|Singer|Proud Fan of #SushantSinghRajput | Justice For SSR is the only demand.,India,1670,2038,41045,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY 🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/EIYJP6x1VV","['ssrians', 'BoycottBollywoodDruggies']"
86,APARAJITAPHOEN1,"PartTimeNinja
Joined Twitter4 #SushantSinghRajput
#CallingoutBS
#PHOENIXVIBE
🚫DMs
PrimaryAccount: @PriyaD73162234
Team SUSHANT
& a Global Citizen. 

🇺🇸🇮🇳","Bay Area, California.",647,885,31493,2,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/3onDyBIiTz","['ssrians', 'BoycottBollywoodDruggies']"
87,IAmJaya07,Counsellor|Singer|Proud Fan of #SushantSinghRajput | Justice For SSR is the only demand.,India,1670,2038,41045,2,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/3onDyBIiTz","['ssrians', 'BoycottBollywoodDruggies']"
88,notesonwisdom,"Mechanical Engg
original account @AnkitaMokal",,598,585,75279,43,"10 months no Justice 

It does not matter how long it will take. 

We SSR’S will wait to get justices for #SushantSinghRajput 

10 month or 10 years. 

10 Months Without SSR https://t.co/5o96paPmsV",[]
89,Sushantimm,Here for Sushanti Singh Rajput. for even my one tweet makes a difference. backup account sushant_rodge,,249,154,5595,154,"Sushant you are missed as the moon misses the sun, destined to chase each other till the end of time 💔💔
@ips_nupurprasad Mam @NIA_India @narcoticsbureau #CBI requesting you all to please help us in getting complete justice for #SushantSinghRajput 

10 Months Without SSR",[]
90,dhruvraval0126,"💞die heart 💞fan of #sidharthshukla 
   
         dosti karoge toh dosti karunga dil se aur dusamni😈karo ge toh g***d faad dunga
        #sidHearts hu dil se",Mars,277,265,3734,0,"AND WE STILL.............. 

MISS YOU #SushantSinghRajput

10 Months without SSR https://t.co/Q6QwpCtL7c",['SushantSinghRajput']
91,iamshraddhapanj,FOLLOW ME  FOR MORE  UPDATES ON @SUSHANTSINGHRAJPUT #JUSTICEFORSUSHANTSINGHRAJPUT #JUSTICE4JIAHKHAN  AND #JUSTICE4DISHASALIAN,,287,3393,8697,20,"I AM SUSHANT SINGH RAJPUT AND I WAS MURDERED 
I WANT JUSTICE PLEASE 
I DIDNT WANT TO DIE !
THEY KILLED ME ! 

We All Want Justice For Sushant Singh Rajput ! Plz !! #JusticeForSushantSinghRajput
#SushantSinghRajput
@ApurvaU21 @smitaparikh2 @republic 
 SSR Justice Is Basic Right https://t.co/1zV1tAMHWn",[]
92,SSRian_Hu,"Mere baare me sab sun lunga but mere bhai @itsSSR ko kuch bhi bola na uski esi ki tesi krk rkh dunga 😤😒😒

#RR #CSK #SanjuSamson @iamSanjusamson",,449,389,2481,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/XJAowFEAwy","['ssrians', 'BoycottBollywoodDruggies']"
93,SSRian_Hu,"Mere baare me sab sun lunga but mere bhai @itsSSR ko kuch bhi bola na uski esi ki tesi krk rkh dunga 😤😒😒

#RR #CSK #SanjuSamson @iamSanjusamson",,449,389,2481,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/16ZxXAiNOt","['ssrians', 'BoycottBollywoodDruggies']"
94,SSRian_Hu,"Mere baare me sab sun lunga but mere bhai @itsSSR ko kuch bhi bola na uski esi ki tesi krk rkh dunga 😤😒😒

#RR #CSK #SanjuSamson @iamSanjusamson",,449,389,2481,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/16ZxXAiNOt","['ssrians', 'BoycottBollywoodDruggies']"
95,SSRian_Hu,"Mere baare me sab sun lunga but mere bhai @itsSSR ko kuch bhi bola na uski esi ki tesi krk rkh dunga 😤😒😒

#RR #CSK #SanjuSamson @iamSanjusamson",,449,389,2481,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/j8vceGGWOH","['ssrians', 'BoycottBollywoodDruggies']"
96,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/16ZxXAiNOt","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
97,SSRian_Hu,"Mere baare me sab sun lunga but mere bhai @itsSSR ko kuch bhi bola na uski esi ki tesi krk rkh dunga 😤😒😒

#RR #CSK #SanjuSamson @iamSanjusamson",,449,389,2481,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/stcReUEsiT","['ssrians', 'BoycottBollywoodDruggies']"
98,SSRian_Hu,"Mere baare me sab sun lunga but mere bhai @itsSSR ko kuch bhi bola na uski esi ki tesi krk rkh dunga 😤😒😒

#RR #CSK #SanjuSamson @iamSanjusamson",,449,389,2481,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/bR0Px9dYYB","['ssrians', 'BoycottBollywoodDruggies']"
99,SSRian_Hu,"Mere baare me sab sun lunga but mere bhai @itsSSR ko kuch bhi bola na uski esi ki tesi krk rkh dunga 😤😒😒

#RR #CSK #SanjuSamson @iamSanjusamson",,449,389,2481,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/zZJhZKh4P0","['ssrians', 'BoycottBollywoodDruggies']"
100,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/16ZxXAiNOt","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
101,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/XJAowFEAwy","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
102,SSRian_Hu,"Mere baare me sab sun lunga but mere bhai @itsSSR ko kuch bhi bola na uski esi ki tesi krk rkh dunga 😤😒😒

#RR #CSK #SanjuSamson @iamSanjusamson",,449,389,2481,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/OI7KNt8LeO","['ssrians', 'BoycottBollywoodDruggies']"
103,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/OI7KNt8LeO","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
104,AaravAyanss,"#जन्मीत हिन्दू , गर्व है कि मैं हिन्दू हूं #महादेव, भारत, और मोदी का दीवाना,
क्या लेकर आए थे, क्या लेकर जाओगे, जो भी है सब यही छोड़ कर चले जाओगे",,877,109,2777,54,"I hv oceans of words to express u #SSR 
But u hv gone to your love your universe your space 
where you don't even need any telescope to observe moon, Jupiter, saturn Or planetary orbit... 
A bright starThe #SushantSinghRajput 
from earth hv gone to stars 

#IndiaRoars4SSR https://t.co/u6wbko1tXA",['SSR']
105,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/zZJhZKh4P0","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
106,mp61778924,Only For SSR,,26,54,9684,1,"FAKE PEDDLERS STAY AWAY 

TRUE #ssrians NEVER BLAME FAMILY🙏🙏🙏

10 Months Without SSR

#BoycottBollywoodDruggies
#WeSSRiansAreUnited
#SSRWarriors
#JusticeForSushantSinghRajput
#JusticeForDisha
#JusticeForJiahKhan
#SushantSinghRajput
#SSRMurderNotSuicide https://t.co/bR0Px9dYYB","['ssrians', 'BoycottBollywoodDruggies', 'WeSSRiansAreUnited', 'SSRWarriors', 'JusticeForSushantSinghRajput', 'JusticeForDisha', 'JusticeForJiahKhan', 'SushantSinghRajput', 'SSRMurderNotSuicide']"
